,courseType,description,id,slug,instructorIds,specializations,partnerIds,name
56,v2.ondemand,"Welcome to Course 2 - Sales Strategy - This course is designed to discuss the application of intelligence analysis in the sales planning process. And this approach contributes to integrating the sales planning process into the corporate strategy of the company because, in the strategy analysis and formulation process, we apply models, frameworks, tools, and techniques that also apply to the sales planning and management process. 
Therefore, the expected outcomes of this course focus on the transition from traditional to strategic sales planning, by discussing and applying the concepts recommended to support the development of the strategic guidelines. 
The concepts, models, tools, and techniques discussed and practiced during the course focus on the improvement of value creation from the sales function empowered by intelligence analysis, a process which typically applies in the strategy analysis front. 
The discussions go through how intelligence analysis can support the sales function, by providing methods to connect strategy to marketing and sales planning processes. 
In this course, the primary learning outcome is the ability to apply intelligence analysis to support sales planning process, and by being able to do this, you’ll improve your competencies and skills to support sales planning with a strategic approach. 
You’ll develop a final assignment at the end of the course, and it is designed from an adapted real-life business case. The challenges of the case comprise the business context, through which you’ll apply the conceptual framework discussed during Course 2. 
The outcomes of your analysis on the assignment case will be evaluated through a peer-review process.",lYVp74v7EeeMexKwGJd-pg,sales-strategy,"['24305501', '25437496', '11290526']",[],['376'],Sales Strategy
57,v2.ondemand,"You are encouraged to take the first four courses of the Foundations of Positive Psychology Specialization before starting this course and completing the Specialization Project. This course, taught by Dr. Martin E.P. Seligman brings all the key concepts from the first four courses to practice as you develop and test a new positive intervention for an audience of your choice. You identify opportunities in your daily life to increase the wellbeing by using knowledge you developed in the first four courses of the Specialization. In this final project, you evaluate the efficacy of a positive intervention based on subjective and objective measures. Then, you compare how empirical and non-empirically-based positive interventions can be applied to influence a person's wellbeing. Lastly, you reflect on how the fundamental elements of research methods are important in the everyday application of positive psychology.

After completing all five courses, learners earn a certificate signed by Dr. Martin E.P. Seligman, Dr. James Pawelski, Dr. Angela Duckworth, Dr. Claire Robertson-Kraft and Dr. Karen Reivich.",75TPppoQEeaeaRLE7qfOBA,positive-psychology-project,['21550535'],[],['6'],Positive Psychology Specialization Project: Design Your Life for Well-being
58,v2.ondemand,"تساعدك هذه الدورة التدريبية لتصبح مفاوضًا بمستوى أفضل.
بخلاف الكثير من الدورات التدريبية في التفاوض، نضع إطار عمل لتحليل المفاوضات وتشكيلها.
سيتيح لك إطار العمل الحالي تقديم حجج مرتكزة على مبادئ من شأنها إقناع الآخرين.
حيث سيتيح لك الاطلاع على ما وراء النزاعات الظاهرة للكشف عن الاهتمامات الرئيسية.
بعد انتهاء هذه الدورة التدريبية، ستصبح أكثر قدرةً على التنبؤ بسلوك الأشخاص الذين ستواجههم في مواقف تنافسية وتفسير سلوكياتهم وتشكيلها.\n\nفي هذه الدورة التدريبية، سيُتاح لك العديد من الفرص للتفاوض مع طلاب آخرين من خلال دراسات الحالة القائمة على المواقف الشائعة في العمل وفي الحياة.
يمكنك الحصول على تقييم لأدائك، ومقارنة ما قمت به مع كيفية تناول الآخرين للسيناريو نفسه.
تقدم دراسات الحالة أيضًا إطارًا لمناقشة مجموعة واسعة النطاق من الموضوعات التي تتضمن الاستعداد للتفاوض، وإصدار الإنذارات النهائية، وتجنب الشعور بالأسف، وتكبير الكعكة (توسيع نطاق التفاوض)، والتعامل مع شخص له رؤية مختلفة تمامًا حول العالم.
تتضمن الموضوعات المتقدمة التفاوض عندما لا يكون لديك أي صلاحية، والتفاوض عبر البريد الإلكتروني، ودور اختلافات النوع الجنسي في التفاوض.
وفي ختام الدورة التدريبية، سنحصل على رؤى من ثلاثة خبراء في التفاوض:
""ليندا بابكوك""، و""هيرب كوهين""، و""جون ماكول ماكبين"".
استمتع.",NMqE4dbxEeimThLb1L5gBg,negotiation-ar,['473433'],[],['109'],مقدمة عن التفاوض: دليل استراتيجي لتصبح مُفاوضًا ذا مبادئ ومُقنعًا
59,v2.ondemand,"This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”.  This course covers Python 3.",P--h6zpNEeWYbg7p2_3OHQ,python-data,['122340'],[],['3'],Python Data Structures
60,v2.ondemand,"Internet of Things (IoT) is an emerging area of information and communications technology (ICT) involving many disciplines of computer science and engineering including sensors/actuators, communications networking, server platforms, data analytics and smart applications. IoT is considered to be an essential part of the 4th Industrial Revolution along with AI and Big Data. This course aims at introducing IoT Cloud platforms from Samsung, Microsoft, Amazon, IBM and Google and how they can be used in developing IoT applications. This course will be offered in English. Subtitles/captions in English and will be also provided. 

IoT (Internet of Things, 사물인터넷)는 최근 중요한 정보통신기술로 주목 받고 있으며 센서/ 제어기, 통신 네트워크, 서버 플랫폼, 데이터 분석, 스마트 앱 등의 컴퓨터공학 기술들이 융합된 기술입니다. IoT는 인공지능, 빅데이터와 함께, 4차산업혁명의 3대 핵심 기술 중 하나로 손꼽히고 있습니다. 글로벌 Cloud 서비스 제공자들이 IoT를 특별히 지원하기 위하여 개발한 IoT Cloud 플랫폼들을 소개합니다. 이것들을 활용하여 다양한 IoT 어플리케이션을 개발할 수 있습니다. 본 과목은 영어로 진행되며, 영문자막(일부 한글과 영문 모두)을 제공합니다.",9Rh96sXcEeiTeRJBbcsvoA,cloud-iot-platform,['14446400'],[],['430'],Programming with Cloud IoT Platforms
61,v2.ondemand,"This course is multidisciplinary in nature, and aims to equip the global audience of interested lay people, people with chronic disease, public health researchers, health clinicians, students, administrators, and researchers to reflect on the overall impact of the burden of chronic disease . It shows how all chronic diseases (obesity, diabetes, cardiovascular disease, chronic obstructive pulmonary disease, and cancer) are related by a set of common causes, and that such diseases should be tackled, not individually, but as part of a complex system, with interrelated contributing factors. These factors are genetic, environmental, psychological, economic, social, developmental, and media related. 

The Charles Perkins Centre at the University of Sydney is a unique interdisciplinary education and research hub which seeks solutions to chronic disease through a complex systems approach. Academics in many disciplines (in Science and Medicine, but also in Architecture, Humanities, Law etc)  work in a collaborative fashion to produce novel solutions to the problems of chronic disease.  All contributors and participants in this course are members of the Charles Perkins Centre and will  speak from the unique interdisciplinary perspective that this Centre affords. 

The course will describe a complex systems approach as the most productive way to ease the burden of chronic disease. It then describes  these diseases in detail, their risk factors, and the environmental and biological factors that have led to the  current epidemic of  obesity, diabetes and cardiovascular disease. Finally, the solutions – and more importantly the process for finding solutions- is the subject of the last module. No one approach by itself can ever be the answer, and certainly not a simple diet and exercise approach. 

The entire course consists of 5 content modules, plus an extra module for completing assignments and discussions, and takes about 6 weeks to complete. Completion certificates are issued on the basis of participation in all 6 modules. 

What you'll learn: 
-	How the Charles Perkins Centre recruits interdisciplinary teams to ease the burden of chronic disease
-	How a complex systems approach is necessary to provide solutions to a complex problem
-	The fundamentals of chronic disease research and where it is heading
-	The biggest risk factors for chronic disease and their global incidence
-	The biological, genetic, social, regulatory, and other influences that have inflated these risk factors
-	How to provide solutions globally for the reduction of chronic disease",1AOj5h1WEeaSjBI-YFKkww,easing-the-burden-of-obesity-diabetes-cvd,['26206517'],[],['264'],"Easing the burden of obesity, diabetes and cardiovascular disease"
62,v2.ondemand,"There’s a songwriter lurking somewhere inside you, peeking around corners, wondering if it’s safe to come out. Now it is. This course is an invitation to let your inner songwriter step into the sunlight. All it takes is a simple “yes” and you’ll be climbing that windy hill, marveling at the view.

If you haven’t written any or many songs, this course will show you an efficient, effective process for tailoring songs to express your ideas and emotions. If you have, you’ll look at your process differently, taking control of aspects of the process you may have not noticed.

The course will start by examining the tools available to you, all revolving around the essential concept of prosody. You’ll learn to use your tools to enhance your message—to work compositionally at the same time you’re developing your ideas.

You’ll be working both lyrically and musically, though musically it’s not necessary that you either read music or play an instrument. If you play, great, and you’ll be encouraged to play and record your musical responses to the assignments. If you don’t play, the course offers you a number of musical loops to work with. All you’ll have to do is sing your melodies over the loops.

Assignments will ask you to post something for peer review—sometimes lyric lines or sections, sometimes melodies, sometimes both. None of it has to be polished. The course is about writing, not performing.

Most important, you’ll have a lot of fun.",4gFDJxJhEeayXBIQdVd_6w,songwriting-lyrics,['1340080'],[],['21'],Songwriting: Writing the Lyrics
63,v2.ondemand,"В течение жизни мы постоянно взаимодействуем с другими людьми. Маленькие дети, пытаясь добиться того, чтобы родители купили понравившуюся конфетку, часто шантажируют родителей своими слезами. Принимая решение заплакать, ребенок рискует — он не знает, как поведут себя папа с мамой. В чуть более взрослом возрасте абитуриенты, выбирающие вуз, принимают сложное решение о том, в какие университеты подать документы. Ошибка может стоить дорого: при неправильной стратегии можно оказаться в слабом университете или вообще остаться без заветного студенческого билета. Окончив вуз, юноши и девушки начинают искать работу. Перед интервью с работодателем они штудируют статьи в интернете о том, что можно и чего нельзя говорить на интервью, — они пытаются найти наилучшую стратегию своего поведения, исходя из ожиданий компании, в которую они устраиваются. Все эти ситуации объединяет то, что решения, которые принимают одни люди, оказывают влияние на других людей. Такие взаимодействия называются стратегическими. Именно их изучает теория игр.

Чтобы проанализировать ту или иную реальную жизненную ситуацию стратегического взаимодействия и найти оптимальный вариант поведения в ней, необходимо сделать две вещи. Во-первых, необходимо формально записать ситуацию на языке теории игр, то есть создать модель (игру). Во-вторых, после того как модель (игра) составлена, ее необходимо решить. Этому мы будем учиться в течение курса. Мы разберем основные виды игр (одновременные и последовательные, с совершенной и несовершенной информацией, коалиционные и некоалиционные), приведем способы их решения и обсудим их на многочисленных примерах.

Курс будет интересен желающим разобраться в том, как конкурируют друг с другом несколько компаний и можно ли гарантированно выиграть в шашки, есть ли смысл угрожать на переговорах и с кем стоит объединяться в коалиции в парламенте.

FAQ

В: Требуется ли предварительная подготовка для прохождения курса?
О: Курс является базовым, поэтому он не требует специальной подготовки. Для его успешного освоения достаточно уверенных знаний курса математики в объеме школьной программы. В одном-двух примерах могут пригодиться знания начал математического анализа (дифференцирование функций одной переменной, необходимое условие экстремума) и знания начал теории вероятностей (понятие математического ожидания случайной величины).

В: Что требуется для успешного окончания курса?
О: Итоговая оценка за курс складывается из результатов 10 оцениваемых тестов. Для успешного окончания курса необходимо дать не менее 80 % правильных ответов на каждый из этих тестов.",IzWUDIo9EeWbIxKn7M-nSQ,game-theory,['8172193'],[],['160'],Теория игр (Game Theory)
64,v2.ondemand,"This course is an introduction to sequence models and their applications, including an overview of sequence model architectures and how to handle inputs of variable length.

• Predict future values of a time-series
• Classify free form text
• Address time-series and text problems with recurrent neural networks
• Choose between RNNs/LSTMs and simpler models
• Train and reuse word embeddings in text problems

You will get hands-on practice building and optimizing your own text classification and sequence models on a variety of public datasets in the labs we’ll work on together.  

Prerequisites: Basic SQL, familiarity with Python and TensorFlow",7sNP37xrEeiL4Q6DgrZ6DA,sequence-models-tensorflow-gcp,['22997770'],[],['443'],Sequence Models for Time Series and Natural Language Processing
65,v2.ondemand,"This course deals with the fundamentals important in Psychology as a science. Psychology is the study of behavior and the mind.  But all of us have tried to understand and predict behavior throughout our lives, first with our parents, then with our peers and teachers, and finally with our friends and co-workers.  The difference is that psychological scientists conduct research that discovers the facts about behavior and our minds, so its principles are based on science and not just on intuition and experience.  The course covers the fundamentals of learning, memory, motivation, emotion, and how behavior changes as we age.  The content of the course has received approval from ""Quality Matters"", an organization that evaluates on-line courses.  The learning outcomes are:  (1) Students will be able to recognize and describe major psychological principles of learning;  (2) Students will be able to distinguish between different types of memory;  (3) Students will be able to describe how motivation and emotion can affect how we behave; and (4) Students will know how cognitive behavior and social behavior develops as we age.",82aQj7-XEeWlXArQvkLgXw,mind-behavior-fundamentals,['2606554'],[],['9'],Introduction to Psychology as a Science 2 – Fundamentals of the Mind and Behavior 
66,v2.ondemand,"This course is the first in the Customer Insights and New Product Development (CIPD) specialization. It will introduce learners to the tools and process of gathering customer insights for identifying and developing new product opportunities. Through an integrated set of five modules and hands-on project experiences, learners will acquire the knowledge and skills to turn their ideas gained from understanding customer needs into innovative new products.",2yrg8AmqEeehuBIVBG78lg,customer-insights-orientation,['12891058'],[],['17'],Customer Insights: New Product Development Orientation
67,v2.ondemand,"Have you ever wanted to invest in financial markets, but were always afraid that you didn’t have the proper tools or knowledge to make informed decisions? Have you ever wondered how investment management companies operate and what fund managers do? AXA Investment Managers, in partnership with HEC Paris, will introduce you to the most important ideas and concepts in investment management, to help you better understand your financial future.

This course will enable you to:
•	Define what type of investor you are, your investment objectives, and potential constraints. 
•	Identify the main investable assets and important players in financial markets. 
•	Understand basic portfolio management techniques. 
•	Apply these techniques in real case studies from the outset, through practical assessments. 

Finally, we will provide a comprehensive overview of today's asset management industry: the product cycles, professionals, and regulations. For those who want to identify a talented fund manager to invest for you, we offer important criteria for selecting one. For those who are interested in learning more about this fascinating industry, we lay the foundation for your ongoing financial journey. Join us now to explore the world of investment management! 

Course Specialists
The course has been developed in collaboration between HEC Paris, with Hugues Langlois managing the academic aspect, and AXA Investment Managers specialists, sharing their experiences and expertise and coordinated by Marion Le Morhedec. AXA Investment Managers participants include Maxime Alimi, Stephanie Condra, Nicholas Jeans, Elodie Laugel, Pierre-François de Mont-Serrat, Jean-Gabriel Pierre (AXA Group), Dorothée Sauloup, Irina Topa-Serry, Fiona Southall, Patrice Viot Coster, Susanna Warner, and Joachim Weitgasser.

Recommended Background
We expect most participants to have a basic level of knowledge in mathematics and economics. However this is not essential, and we believe that people from any background can succeed with commitment and a strong interest.
Be aware that in the case study, you will have to use Excel.

Course Format 
This course will run for 4 weeks and consists of 4 modules, each with a series of lecture videos between 5 to 8 minutes long. Each module contains a set of practice and graded quiz questions. A complete portfolio management exercise covers concepts learned in all modules

Language
The course is in English, with Spanish, Italian, German, French, and Chinese (Simplified) subtitles.

The Project
The preparation of this MOOC has been an exciting adventure for many professionals at AXA Investment Managers and HEC, both for the speakers and a wealth of contributors. Thank you to all of them.
We hope you enjoy this course as much as we enjoyed creating it!",NDBJAUWDEeWbNhIvIryYow,investment-management,"['16627281', '11676404']",[],['161'],Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers
68,v2.ondemand,"This course follows the extraordinary development of Western Christianity from its early persecution under the Roman Empire in the third century to its global expansion with the Jesuits of the early modern world. We explore the dynamic and diverse character of a religion with an enormous cast characters. We will meet men and women who tell stories of faith as well as of violence, suppression, and division. Along the way, we encounter Perpetua and her martyrdom in Carthage; the struggles of Augustine the bishop in North Africa; the zeal of Celtic monks and missionaries; the viciousness of the Crusades; the visions of Brigit of Sweden; and the fracturing of Christianity by Martin Luther’s protest. We hear the voices of great theologians as well as of those branded heretics by the Church, a powerful reminder that the growth of Christianity is a story with many narratives of competing visions of reform and ideals, powerful critiques of corruption and venality, and exclusion of the vanquished.  The troubled history of Christian engagement with Jews and Muslims is found in pogroms and expulsions, but also in the astonishing ways in which the culture of the West was transformed by Jewish and Islamic learning.
 
We shall explore the stunning beauty of the Book of Kells, exquisitely prepared by monks as the Vikings terrorized the coast of England. We will experience the blue light of the windows of Chartres, and ponder the opening questions of Thomas Aquinas’ great Summa. We will read from the Gutenberg Bible of the fifteenth century, which heralded the revolution brought by the printing press. We will travel from Calvin’s Geneva to Elizabeth’s England to Trent, where a Catholic Council met to inaugurate a modern, missionary Catholic church. We will walk through the great Escorial of Philip II of Spain, hear the poetry of John of the Cross, and follow the Jesuits to Brazil and China.
 
Christianity in the West was forged in the fires of conflict and tumult, and it brought forth both creativity and violence. It echoed with calls for God’s world to be transformed, it inspired the most sublime art and architecture, yet it also revealed the power of the union of cross and sword to destroy. The course is a journey through the formation of the West as one strand of Christianity, as one chapter in a global story. It is a journey that has shaped our world.",Ai0UE_dJEeWttArM01H4SQ,western-christianity-200-1650,['19514728'],[],['109'],A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) 
69,v2.ondemand,"Learn about novel sensing tools that make use of nanotechnology to screen, detect and monitor various events in personal or professional life. Together, we will lay the groundwork for infinite innovative applications, starting from diagnosis and treatments of diseases, continuing with quality control of goods and environmental aspects, and ending with monitoring security issues.

_ _ _ _ _ _ _ _ _  _ _ _  _ _ _ _ _ _ _ _ _ 

Nanotechnology and nanosensors are broad, interdisciplinary areas that encompass (bio)chemistry, physics, biology, materials science, electrical engineering and more. The present course will provide a survey on some of the fundamental principles behind nanotechnology and nanomaterials and their vital role in novel sensing properties and applications. The course will discuss interesting interdisciplinary scientific and engineering knowledge at the nanoscale to understand fundamental physical differences at the nanosensors. By the end of the two parts of the course, students will understand the fabrication, characterization, and manipulation of nanomaterials, nanosensors, and how they can be exploited for new applications. Also, students will apply their knowledge of nanotechnology and nanosensors to a topic of personal interest in this course.

- - - - - - - -- -- -- - - - -
COURSE OBJECTIVES
The course main objective is to enhance critical, creative, and innovative thinking. The course encourages multicultural group work, constructing international 'thinking tanks' for the creation of new ideas. Throughout the course, you will be asked to reflect upon your learning, think ""out of the box"", and suggest creative ideas.   

The two parts of the course are set to encourage the understanding of:
1. The importance of nanoscale materials for sensing applications.
2. Approaches used for characterizing sensors based nanomaterials.
3. Approaches used for tailoring nanomaterials for a specific sensing application.
4. Metallic and semiconductor nanoparticles.
5. Organic and inorganic nanotubes and nanowires.
6. Optical, mechanical and chemical sensors based on nanomaterials.
7. Hybrid nanomaterial-based sensors.

----------------
We recommend that you read the following supplementary reading materials:
-Jiří Janata, Principles of Chemical Sensors, Springer, 2d Edition (1989).
-Roger George Jackson, Novel Sensors and Sensing, CRC Press (2004).
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

Teaching Team

About Professor Haick Hossam

Professor Hossam Haick is an expert in the field of nanotechnology, nanosensors, and non-invasive disease diagnosis. Prof. Haick is the recipient of the prestigious Marie Curie Excellence Award, ERC Award, and the FP-7 Health Award. He is also the recipient of more than 42 international honors and prizes for his achievements, including a Knight of the Order of Academic Palms (conferred by the French Government) and the “List of the World’s Top 35 Young Scientists”, and the Discovery Award of the Bill & Melinda Gates. Prof. Haick is the founder and the leader of a European consortium of eight universities and companies for the development of advanced generation of nanosensors for disease diagnosis. He also serves as an associate editor of the two journals and serves as an advisory consultant to the Chemical Abstracts Service (CAS) – the world's authority for chemical information - a senior scientific advisory member of several national and international companies and institutes, and as a scientific evaluator in the European Commission.
Email: hhossam@technion.ac.il  
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

Course Staff

Meital Bar-Segev, Teaching Assistant: Received her B.A. (Cum Laude) in Chemistry and B.Sc (Cum Laude) in Materials Engineering from the Technion – Israel Institute of Technology (both in 2010). During her studies, she worked in a student position at Tower Semiconductors Ltd. After graduation she worked at Alfred Mann Institute in the Technion (AMIT) as a process development engineer. Currently, she performs her Ph.D. degree (direct track) in the Russell Berrie Nanotechnology Institute (RBNI) of the Technion under the supervision of Prof. Hossam Haick. The research of Meital focuses is the development of electronic skin based on nanoparticles.

Abeer Watted, Teaching Assistant: Received her B.Sc. and M.Sc. in Transportation and Highways Engineering from the Technion.  She is a Ph.D. student at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. She received a second master degree in Educatu in Science and Technology from the Technion in 2013. Her research focuses on science education and inquiry-based laboratories. Currently, Abeer works as a lecturer at Al-Qasemi Academic College of Education, where she serves also as the head of Civil Engineering Department.

Maya Usher, Teaching Assistant: Received her B.A. and M.A. (Cum Laude) in Communication Studies from Sapir Academic College and Ben Gurion University- Israel (2009; 2013 respectively). Currently, Maya is a PhD. candidate at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. Her research focuses on examining online collaborative learning in small multicultural groups. 

Muhammad Khatib, Teaching Assistant: Received his B.Sc in Biochemical Engineering from the Technion – Israel Institute of Technology (2015). His final research project, conducted with Prof. Avi Schroeder, dealt with harnessing liposome-based drug delivery systems to applications in precise agriculture. Currently, he performs his Ph.D. (special track) in the Department of Chemical Engineering of the Technion under the supervision of Prof. Hossam Haick, and his research focuses on self-healing devices for monitoring infectious diseases.

Miri Barak, Pedagogical Advisor: Assistant Professor at the Faculty of Education in Science and Technology, Technion- Israel Institute of Technology. She is the Head of the Science and Learning Technologies group and the advisor of graduate students. Her academic activities focus on developing, integrating, and evaluating science education curricula at school and higher education levels. Her studies involve the use of information and communication technologies (ICT), with emphasis on emerging web-2.0 and cloud applications, to foster meaningful learning and high-order thinking.",tn8lP4fjEeWQhRJp8aTWZQ,nanotechnology2,['2444381'],[],['129'],"Nanotechnology and Nanosensors, Part 2"
70,v2.ondemand,"The course focuses on:
• the formation of an adequate representation about the diversity of contemporary Psychodiagnostics and Assessment methods;
• deep learning of the current world ethical standards of psychological diagnostics and assessment activity;
• technology of test reliability determination that obtained by different Psychodiagnostics methods;
• studying of classical and contemporary intellect diagnostic approaches, Psychodiagnostics of personality characteristics, talent potential and achievements potential of the person.

The course will make it easy:
1. To master the technology of getting “informed consent” with a client about Psychodiagnostics and assessment procedure.
2. To assess the compliance of the proposed Psychodiagnostics programs with the final testing objectives.
3. To understand the variety of ways to assess different characteristics of a person.
4. To understand the possibilities of Psychodiagnostics of this or that characteristic of a person with  use of various diagnostic techniques.
5. To be able to determine the level of reliability of the received diagnostic data.

The course consists of 5 modules. Every module’s broken into 4-6 topics with some tasks and additional literature.",MpbXP5H1EeaNrQrkg4diMQ,psychodiagnostics,['17556317'],[],['276'],Psychodiagnostics and Psychological Assessment
71,v2.ondemand,"About this Course

This course brings together two key subjects, International Marketing and Cross Industry Innovation. It will provide the basic foundations of international marketing and then explain how companies can grow by going abroad or sourcing ideas/expanding into other countries or industries. This is summarized as CCCI: Cross-Country and Cross-Industry Innovation, a term and analytical platform used throughout not only this course but others in the specialization. As an introductory course, we keep the concepts short and simple in order to ease learners into the wonderful world of international marketing. More specific operational aspects such as managing the product, price, place and promotion as well as targeting and positioning will be provided in the second course of the specialization. 

After you successfully complete this course learners will obtain the following outcomes:

(1) an understanding of the core meaning of marketing and international marketing. 
(2) learn that international marketing is about striking the right balance between maximizing the similarities across cultures (Etic approach) and customizing marketing (Emic approach) to important local differences.
(3) learn about how to source or expand into other industries at home or abroad via cross industry innovation.
(4) obtain a solid foundation for subsequent courses such as course 2 (International Marketing Entry and Execution) and the industry-specific courses in the specialization.",7pzdAYE3EeWb1w5ZMj87pw,intro-international-marketing,['10324047'],[],['220'],Intro to International Marketing
72,v2.ondemand,"In the previous course in the Specialization, we learned how to compare genes, proteins, and genomes.  One way we can use these methods is in order to construct a ""Tree of Life"" showing how a large collection of related organisms have evolved over time.

In the first half of the course, we will discuss approaches for evolutionary tree construction that have been the subject of some of the most cited scientific papers of all time, and show how they can resolve quandaries from finding the origin of a deadly virus to locating the birthplace of modern humans.

In the second half of the course, we will shift gears and examine the old claim that birds evolved from dinosaurs.  How can we prove this?  In particular, we will examine a result that claimed that peptides harvested from a T. rex fossil closely matched peptides found in chickens. In particular, we will use methods from computational proteomics to ask how we could assess whether this result is valid or due to some form of contamination.

Finally, you will learn how to apply popular bioinformatics software tools to reconstruct an evolutionary tree of ebolaviruses and identify the source of the recent Ebola epidemic that caused global headlines.",5hRQhN9AEeWsvwp02yXW0Q,molecular-evolution,"['1540981', '2658887']",[],['53'],Molecular Evolution (Bioinformatics IV)
73,v2.ondemand,"¿Qué son las políticas públicas? Son la plasmación más concreta de la política. Lo que los gobiernos hacen, y dejan de hacer, para hacer frente a los problemas colectivos. Este curso trata sobre cómo se decide qué problemas abordar y qué soluciones adoptar. Un proceso primordialmente político y social que suele escapar al análisis puramente racional.

A lo largo del curso analizaremos por qué algunos problemas adquieren la categoría de problemas públicos mientras que otros no llegan a captar la atención, describiremos la pugna política que suele haber tras la descripción e interpretación de los problemas, identificaremos el complejo entramado de actores dispuestos a influir en la adopción de las políticas públicas, y cómo las discrepancias se suelen extender más allá de la toma de decisiones y hasta la aplicación práctica de la política pública. Trataremos también sobre las grandes dificultades que padecen gobiernos y actores sociales para llegar a saber si las políticas que se llevan a cabo son realmente útiles y cómo aprender a mejorar su rendimiento.

 Los objetivos de este curso son:
1.	Mostrar a los alumnos un número de casos reales que ilustran la complejidad de los procesos de adopción de las políticas públicas, y cómo estos procesos pueden ser incoherentes con los modelos racionales de toma de decisiones.
2.	Transmitir a los alumnos los fundamentos e instrumental del análisis de políticas públicas para que puedan afrontar creativamente problemas del mundo real.
3.	Contribuir a que los alumnos sean ciudadanos conocedores del funcionamiento de los sistemas democráticos.


Por ello, el curso se dirige a todas las personas interesadas en los problemas colectivos, así como a aquellas que quieran convertirse en participantes influyentes en el proceso de formación de las políticas, ya sea como analistas, funcionarios públicos, trabajadores del tercer sector, o como ciudadanos comprometidos en causas políticas. También se dirige a estudiantes que se dispongan a iniciar estudios de grado o postgrado en administración pública, gestión pública o análisis de políticas públicas.",7mVd2Bh8EeWiMA6gO89JYQ,democracia,"['7575382', '2402351', '6733856', '6724257', '6732953', '6735813', '6723758']",[],['80'],Democracia y decisiones públicas. Introducción al análisis de políticas públicas
74,v2.ondemand,"Successful projects do not just happen. They are planned. Understanding what success for a specific project means is part of the plan. Take the opportunity to understand how you will measure success. Does your project require assistance or materials from the outside? If it does, will you know what type of contract will support your success?  When you understand these basics and you know how to identify the risks you face and how all of this information shapes your estimates, then you are ready to consider committing to a schedule and a budget. This course will take you through critical project planning basics so that when it is time for your schedule and budget, you are well informed.

By the end of this course, students will be able to: 
•	Develop two quality metrics for a project
•	Differentiate between fixed price and cost reimbursable contract types
•	Perform a basic risk assessment
•	Estimate the quantities and costs of resources required to perform project activities
•	Identify differences in three common cost estimating techniques",RpCqbucEEeaH9Q51wS-wDA,project-planning-1,"['29346301', '34570496', '31085965', '36232005']",[],['30'],Project Planning
75,v2.ondemand,"Have you wondered how “Things” talk to each other and the cloud? Do you understand the alternatives for conveying latency-sensitive real time data versus reliable signaling data? Building on the skills from the Sensing and Actuation course, we will explore protocols to exchange information between processors. 

In this course, you will learn how VoIP systems like Skype work and implement your own app for voice calls and text messages.  You will start by using the Session Initiation Protocol (SIP) for session management. Next, you will learn how voice codecs such as Adaptive Multi Rate (AMR) are used in 3G networks and use them for voice traffic in your app. 

Learning Goals: After completing this course, you will be able to:

1.	Implement session initiation, management and termination on your DragonBoard™ 410c using SIP.
2.	Discover other users and exchange device capabilities.
3.	Compare and contrast narrowband and wideband codecs and experience the voice quality differences between them.
4.	Implement and demonstrate VoIP calls using the DragonBoard 410c.",X4ituSzfEeWl3A7Kuc0JCQ,internet-of-things-communication,"['12279078', '12280323']",[],['53'],Internet of Things: Communication Technologies
76,v2.ondemand,"As well as a form of art and entertainment, games are about business. Whether you want to work at a game studio, start your own business or make games as a hobby, recognizing the dynamic landscape of the videogame industry is critical to finding your place. This course will introduce you to game production, project management, teamwork skills, and how to position your game ideas and yourself in the broader marketplace. By the end of the course, you will be able to develop an impactful portfolio of game work to get noticed and/or develop an effective business plan to bring your game to market.",urbm-CT-EeWCGRL6mLoB5w,gamedev-business,['13631314'],[],['228'],Business of Games and Entrepreneurship
77,v2.ondemand,"How can we live a good life on one planet with over seven billion people? 

This course will explore greening the economy on four levels – individual, business, city, and nation. We will look at the relationships between these levels and give many practical examples of the complexities and solutions across the levels. Scandinavia, a pioneering place advancing sustainability and combating climate change, is a unique starting point for learning about greening the economy. We will learn from many initiatives attempted in Scandinavia since the 1970s, which are all potentially helpful and useful for other countries and contexts.

The International Institute for Industrial Environmental Economics (IIIEE) at Lund University is an international centre of excellence on strategies for sustainable solutions. The IIIEE is ideally suited to understand and explain the interdisciplinary issues in green economies utilising the diverse disciplinary backgrounds of its international staff. The IIIEE has been researching and teaching on sustainability and greener economies since the 1990s and it has extensive international networks connecting with a variety of organizations.

5-8 hours/week
5 weeks duration
40 films
20 teachers",_j_95QpWEeWoRw4pD4cXmw,greening-the-economy,"['6931825', '7951242', '7001900', '7964300', '7955828', '5969150', '6814134', '6925725']",[],['199'],Greening the Economy: Lessons from Scandinavia
